,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource,startDate,endDate,volAvg
863,LU0322252338,XTRACKERS MSCI PACIFIC EXJAPAN UCITS ETF,XPXJ.MI,MSCI PACIFIC EX JAPAN TRN INDEX,0.0045,AZIONARIO PACIFICO,XTRACKERS,ETF,XPXJ.MI,2009-02-16,2019-04-04,3342
864,IE00BD4DX952,XTR USD EM MKT BOND QU WEIG UCITS ETF,XQUA.MI,MARKIT IBOXX USD EMERG MARKETS SOV QUAL WEIG INDEX,0.005,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,IE00BD4DX952,2016-09-01,2019-04-04,4525
865,IE00BD4DXB77,XTR USD EM BOND QU WEIG EU HED UCITS ETF,XQUE.MI,MARKIT IBOXX USD EMERG MARKETS SOV QUA WEI EUR HED,0.0055,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,IE00BD4DXB77,2017-09-29,2019-04-04,11244
866,IE00BYM8JD58,INVESCO REAL ESTATE S&P US UCITS ETF,XRES.MI,S&P SELECT SECTOR CAPPED 20% REAL ESTATE NTR,0.0014,REAL ESTATE,INVESCO,ETF,XRES.MI,2019-02-04,2019-04-04,17
867,IE00BJZ2DD79,XTRACKERS RUSSELL 2000 UCITS ETF,XRS2.MI,RUSSELL 2000 TRN INDEX,0.0045,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BJZ2DD79,2015-04-09,2019-04-04,537
868,IE00BJZ2DC62,XTRACKERS RUSSELL MIDCAP UCITS ETF,XRSM.MI,RUSSELL MIDCAP TRN,0.0035,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BJZ2DC62,2015-04-09,2019-04-04,631
869,LU0292105359,XTRAC STX EU 600 FOOD&BEV SWAP UCITS ETF,XS3R.MI,STOXX 600 FOOD AND BEVERAGE TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XS3R.MI,2007-10-24,2019-04-04,147
870,LU0292104899,XTRACK STX EU600 UTILIT SWAP UCITS ETF,XS6R.MI,STOXX EUROPE 600 UTILITIES TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XS6R.MI,2007-10-24,2019-04-04,147
871,LU0292103651,XTRACKERS STX EU600 BANKS SWAP UCITS ETF,XS7R.MI,STOXX 600 BANKS TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XS7R.MI,2007-10-24,2019-04-04,2684
872,LU0292104469,XTRACKERS STX EU 600 TECH SWAP UCITS ETF,XS8R.MI,STOXX 600 TECHNOLOGY TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XS8R.MI,2007-10-24,2019-04-04,243
873,LU0292103222,XTRAC STX EU600 HEAL CARE SWAP UCITS ETF,XSDR.MI,STOXX 600 HEALTH CARE TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XSDR.MI,2007-10-24,2019-04-04,105
874,LU0292101796,XTRACK STX EU 600 OIL&GAS SWAP UCITS ETF,XSER.MI,STOXX EUROPE 600 OIL & GAS TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XSER.MI,2007-10-24,2019-04-04,138
875,LU0328476410,XTRACKERS S&P SEL FRONT SWAP UCITS ETF,XSFR.MI,S&P SELECT FRONTIER NTR,0.0095,AZIONARIO EMERGENTI - MONDO,XTRACKERS,ETF,XSFR.MI,2008-03-14,2019-04-04,27536
876,LU0322253229,XTRACKERS S&P GLOB INFRAS SWAP UCITS ETF,XSGI.MI,S&P GLOBAL INFRASTRUCTURE TR,0.006,AZIONARIO TEMATICI,XTRACKERS,ETF,XSGI.MI,2008-03-14,2019-04-04,1474
877,LU0292104030,XTRACK STX EU600 TELECOM SWAP UCITS ETF,XSKR.MI,STOXX 600 TELECOMMUNICATIONS TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XSKR.MI,2007-10-24,2019-04-04,3
878,LU0274221281,XTRACKERS SWITZERLAND UCITS ETF,XSMI.MI,SMI,0.003,AZIONARIO EUROPA - SINGOLI PAESI,XTRACKERS,ETF,XSMI.MI,2007-02-15,2019-04-04,1889
879,LU0292106084,XTRAC STX EU600 IND GOODS SWAP UCITS ETF,XSNR.MI,STOXX 600 INDUSTRIAL GOODS & SERVICES TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XSNR.MI,2007-10-24,2019-04-04,140
880,LU0292100806,XTRACK STX EU 600 BAS RES SWAP UCITS ETF,XSPR.MI,STOXX EUROPE 600 BASIC RESOURCES TR,0.003,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,XSPR.MI,2007-10-24,2019-04-04,140
881,LU0490618542,XTRACKERS S&P 500 SWAP UCITS ETF 1C,XSPX.MI,S&P 500 TRN USD,0.002,AZIONARIO NORD AMERICA,XTRACKERS,ETF,XSPX.MI,2010-07-26,2019-04-04,24741
882,LU0321464652,XTRACKERS II GBP OVNI RATE SWA UCITS ETF,XSTR.MI,SONIA TOTAL RETURN INDEX,0.0015,LIQUIDITA',XTRACKERS,ETF,XSTR.MI,2008-01-31,2019-04-04,2867
883,LU0328475792,XTRACKERS STOXX EUROPE 600 UCITS ETF,XSX6.MI,STOXX 600 TR,0.002,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,XSX6.MI,2009-02-16,2019-04-04,3985
884,LU0321462870,XTRAC II ITR CROSS SH DAY SWAP UCITS ETF,XTC5.MI,ITRAXX CROSSOVER 5-YEAR SHORT TR,0.0024,INDICI DI CREDITO,XTRACKERS,ETF,XTC5.MI,2008-07-22,2019-04-04,2255
885,LU0290359032,XTRAC II ITR CROSSOV DAY SWAP UCITS ETF,XTXC.MI,ITRAXX CROSSOVER 5-YEAR TR INDEX,0.0024,INDICI DI CREDITO,XTRACKERS,ETF,XTXC.MI,2008-07-22,2019-04-04,1569
886,LU0677077884,XTRACKERS II USD EMRG MKTS B UCITS ETF,XUEM.MI,FTSE EMERGING MARKETS GOV AND GOV-RELATED SEL BOND,0.0035,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,XUEM.MI,2018-06-28,2019-04-04,7783
887,IE00BDR5HM97,XTRACKERS USD HY CORPORAT BOND UCITS ETF,XUHY.MI,BLOOMBERG BARCLAYS US HIGH YIELD VERY LIQ EX 144A,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,XUHY.MI,2018-04-23,2019-04-04,924
888,LU0429459356,XTRACKERS II US TREASURIES UCITS ETF,XUTD.MI,IBOXX $ TREASURIES TR,0.0015,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU0429459356,2017-09-29,2019-04-04,36
889,LU1399300455,XTRACKERS II US TREAS EURO HED UCITS ETF,XUTE.MI,IBOXX $ TREASURIES TR,0.002,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU1399300455,2017-03-13,2019-04-04,939
890,LU0659579733,XTRACK MSCI WORLD EUR HED SWAP UCITS ETF,XWEH.MI,MSCI WORLD EURO HEDGED TRN,0.0052,AZIONARIO MONDO,XTRACKERS,ETF,LU0659579733,2016-02-19,2019-04-04,11841
891,IE00BM67HR47,XTRACKERS MSCI WORLD COMM SERV UCITS ETF,XWTS.MI,MSCI WORLD COMMUNICATION SERVICES TRN INDEX,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HR47,2016-03-30,2019-04-04,647
892,LU0292109856,XTRACKERS FTSE CHINA 50 UCITS ETF,XX25.MI,FTSE CHINA 50 TR,0.006,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XX25.MI,2007-07-18,2019-04-04,6506
893,LU0322253906,XTRACKERS MSCI EU SMALLCAP UCITS ETF DR,XXSC.MI,MSCI EUROPE SMALL CAP NTR,0.004,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,XXSC.MI,2008-03-14,2019-04-04,3085
894,LU0524480265,XTRII IBOXX EUROZ GOV YLD PLUS UCITS ETF,XY4P.MI,MARKIT IBOXX EUR SOVEREIGNS EUROZONE Y PLUS TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,XY4P.MI,2011-01-25,2019-04-04,113
895,IE00BF8J5974,XTRACK IBOXX USD CORP YIELD PL UCITS ETF,XYLD.MI,MARKIT IBOXX USD CORPORATES 1-20 YIELD PLUS,0.0025,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,XYLD.MI,2018-04-23,2019-04-04,55
896,LU0925589839,XTRAC II EUROZ GOV YLD PLU 1-3 UCITS ETF,XYP1.MI,MARKIT IBOXX EUR SOV EUROZONE YIELD PLUS 1-3 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,LU0925589839,2013-10-23,2019-04-04,4300
897,IE00BFMNHK08,XTRACKERS ESG MSCI EUROPE UCITS ETF,XZEU.MI,MSCI EUROPE ESG LEADERS LOW CARB EX TOBAC INVOL 5%,0.002,AZIONARIO TEMATICI,XTRACKERS,ETF,XZEU.MI,2018-06-28,2019-04-04,1438
898,IE00BG36TC12,XTRACKERS ESG MSCI JAPAN UCITS ETF,XZMJ.MI,MSCI JAPAN ESG LEADERS LOW CARB EX TOBAC INVOL 5%,0.002,AZIONARIO TEMATICI,XTRACKERS,ETF,XZMJ.MI,2018-06-28,2019-04-04,5
899,IE00BFMNPS42,XTRACKERS ESG MSCI USA UCITS ETF,XZMU.MI,MSCI USA ESG LEADERS LOW CARB EX TOBACCO INVOL 5%,0.0015,AZIONARIO TEMATICI,XTRACKERS,ETF,XZMU.MI,2018-06-28,2019-04-04,14987
900,IE00BZ02LR44,XTRACKERS ESG MSCI WORLD UCITS ETF,XZW0.MI,MSCI WORLD ESG LEADERS LOW CARB EX TOBAC INVOL 5%,0.002,AZIONARIO TEMATICI,XTRACKERS,ETF,XZW0.MI,2018-06-28,2019-04-04,496
902,GB00B15KXP72,ETFS COFFEE,COFF.MI,DOW JONES-UBS COFFEE SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,COFF.MI,2007-04-20,2019-04-04,1170769
903,GB00B15KXS04,ETFS CORN,CORN.MI,DOW JONES-UBS CORN SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,CORN.MI,2007-04-20,2019-04-04,142177
904,GB00B15KXT11,ETFS COTTON,COTN.MI,DOW JONES-UBS COTTON SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,COTN.MI,2007-04-20,2019-04-04,3910
906,GB00B15KY542,ETFS SOYBEANS,SOYB.MI,DOW JONES-UBS SOYBEAN SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,SOYB.MI,2007-04-20,2019-04-04,349
907,GB00B15KY658,ETFS SUGAR,SUGA.MI,DOW JONES-UBS SUGAR SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,SUGA.MI,2007-04-20,2019-04-04,6464
908,GB00B15KY765,ETFS WHEAT,WEAT.MI,DOW JONES-UBS WHEAT SUBINDEX,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,WEAT.MI,2007-04-20,2019-04-04,288262
910,JE00B78NNK09,ETFS EUR DAILY HEDGED WHEAT,EWAT.MI,DOW JONES-UBS WHEAT SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B78NNK09,2012-07-06,2019-04-04,31258
911,JE00B3ZQRP79,ETFS EUR DAILY HEDGED CORN,ECRN.MI,DOW JONES-UBS CORN SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B3ZQRP79,2012-07-06,2019-04-04,820
912,JE00B70DCH80,ETFS EUR DAILY HEDGED COTTON,ECTN.MI,DOW JONES-UBS COTTON SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B70DCH80,2012-07-06,2019-04-04,7278
913,JE00B6TK3K31,ETFS EUR DAILY HEDGED COFFEE,ECOF.MI,DOW JONES-UBS COFFEE SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B6TK3K31,2012-07-06,2019-04-04,29900
914,JE00B6X05031,ETFS EUR DAILY HEDGED SUGAR,ESUG.MI,DOW JONES-UBS SUGAR SUBINDEX EURO HEDGED DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B6X05031,2012-07-06,2019-04-04,2271
915,JE00B6SLJ210,ETFS EUR DAILY HEDGED SOYBEANS,ESOY.MI,DOW JONES-UBS SOYBEANS SUBINDEX EURO HEDG DAILY ER,0.0054,PRODOTTI AGRICOLI,ETFS SECURITIES,ETC,JE00B6SLJ210,2012-07-06,2019-04-04,83
916,IE00BKT09149,BOOST BTP 10Y 3X LEVERAGE DAILY,3BTL.MI,BNP PARIBAS LONG TERM BTP FUTURE,0.006,BOND LEVERAGE 3X,BOOST,ETN,IE00BKT09149,2015-01-08,2019-04-04,552
917,IE00BKT09255,BOOST BUND 10Y 3X LEVERAGE DAILY,3BUL.MI,BNP PARIBAS BUND FUTURE,0.003,BOND LEVERAGE 3X,BOOST,ETN,IE00BKT09255,2015-01-08,2019-04-04,4
918,IE00BKT09032,BOOST US TREASURIES 10Y 3X LEVER DAILY,3TYL.MI,BNP PARIBAS US TREASURY NOTE 10Y FUTURE,0.003,BOND LEVERAGE 3X,BOOST,ETN,IE00BKT09032,2015-01-08,2019-04-04,139
919,XS1265961208,SG ETC BTP FUTUR +3X DAILY LONG COLLAT,BTP3L.MI,SOLACTIVE LEVERAGED LONG X 3 BTP FUTURES INDEX TR,0.0069,BOND LEVERAGE 3X,SOCIETE GENERALE,ETN,XS1265961208,2016-05-24,2019-04-04,0
920,XS1265961620,SG ETC OAT FUTUR +3X DAILY LONG COLLAT,OAT3L.MI,SOLACTIVE LEVERAGED LONG X 3 OAT FUTURES INDEX TR,0.0069,BOND LEVERAGE 3X,SOCIETE GENERALE,ETN,XS1265961620,2016-05-24,2019-04-04,0
921,XS1265962271,SG ETC BUND FUTUR +3X DAILY LONG COLLAT,BUND3L.MI,SOLACTIVE LEVERAGED LONG X 3 BUND FUTURES INDEX TR,0.0039,BOND LEVERAGE 3X,SOCIETE GENERALE,ETN,XS1265962271,2016-05-24,2019-04-04,0
922,XS1265962511,SG ETC BTP FUTUR +5X DAILY LONG COLLAT,BTP5L.MI,SOLACTIVE LEVERAGED LONG X 5 BTP FUTURES INDEX TR,0.0108,BOND LEVERAGE 5X,SOCIETE GENERALE,ETN,XS1265962511,2016-05-24,2019-04-04,1117
923,XS1265962784,SG ETC OAT FUTUR +5X DAILY LONG COLLAT,OAT5L.MI,SOLACTIVE LEVERAGED LONG X 5 OAT FUTURES INDEX TR,0.0108,BOND LEVERAGE 5X,SOCIETE GENERALE,ETN,XS1265962784,2016-05-24,2019-04-04,0
924,XS1265962941,SG ETC BUND FUTUR +5X DAILY LONG COLLAT,BUND5L.MI,SOLACTIVE LEVERAGED LONG X 5 BUND FUTURES INDEX TR,0.0058,BOND LEVERAGE 5X,SOCIETE GENERALE,ETN,XS1265962941,2016-05-24,2019-04-04,5
925,IE00BKS8QM96,BOOST BTP 10Y 3X SHORT DAILY,3BTS.MI,BNP PARIBAS LONG TERM BTP FUTURE,0.006,BOND LEVERAGE SHORT 3X,BOOST,ETN,IE00BKS8QM96,2014-08-01,2019-04-04,1490
926,IE00BKS8QN04,BOOST BUND 10Y 3X SHORT DAILY,3BUS.MI,BNP PARIBAS BUND FUTURE,0.003,BOND LEVERAGE SHORT 3X,BOOST,ETN,IE00BKS8QN04,2014-08-01,2019-04-04,6219
927,IE00BKS8QT65,BOOST US TREASURIES 10Y 3X SHORT DAILY,3TYS.MI,BNP PARIBAS US TREASURY NOTE 10Y FUTURE,0.003,BOND LEVERAGE SHORT 3X,BOOST,ETN,IE00BKS8QT65,2014-08-01,2019-04-04,149
928,XS1265961463,SG ETC BTP FUTUR -3X DAILY SHORT COLLAT,BTP3S.MI,SOLACTIVE LEVERAGED SHORT X 3 BTP FUTURES INDEX TR,0.0069,BOND LEVERAGE SHORT 3X,SOCIETE GENERALE,ETN,XS1265961463,2016-05-24,2019-04-04,37
929,XS1265961976,SG ETC OAT FUTUR -3X DAILY SHORT COLLAT,OAT3S.MI,SOLACTIVE LEVERAGED SHORT X 3 OAT FUTURES INDEX TR,0.0069,BOND LEVERAGE SHORT 3X,SOCIETE GENERALE,ETN,XS1265961976,2016-05-24,2019-04-04,0
930,XS1265962438,SG ETC BUND FUTUR -3X DAILY SHORT COLLAT,BUND3S.MI,SOLACTIVE LEVERAGED SHORT X 3 BUND FUTURES INDEXTR,0.0039,BOND LEVERAGE SHORT 3X,SOCIETE GENERALE,ETN,XS1265962438,2016-05-24,2019-04-04,0
933,IE00BYNXNS22,BOOST BTP 10Y 5X SHORT DAILY ETP,5BTS.MI,BNP PARIBAS LONG TERM BTP FUTURE,0.0099,BOND LEVERAGE SHORT 5X,BOOST,ETN,IE00BYNXNS22,2015-07-15,2019-04-04,4648
934,IE00BYNXPH56,BOOST BUND 10Y 5X SHORT DAILY ETP,5BUS.MI,BNP PARIBAS BUND FUTURE,0.0049,BOND LEVERAGE SHORT 5X,BOOST,ETN,IE00BYNXPH56,2015-07-15,2019-04-04,1509
935,IE00BYNXPJ70,BOOST US TREASURIES 10Y 5X SHT DAILY ETP,5TYS.MI,BNP PARIBAS US TREASURY NOTE 10Y FUTURE,0.005,BOND LEVERAGE SHORT 5X,BOOST,ETN,IE00BYNXPJ70,2015-07-15,2019-04-04,9
936,XS1265962602,SG ETC BTP FUTUR -5X DAILY SHORT COLLAT,BTP5S.MI,SOLACTIVE LEVERAGED SHORT X 5 BTP FUTURES INDEX TR,0.0108,BOND LEVERAGE SHORT 5X,SOCIETE GENERALE,ETN,XS1265962602,2016-05-24,2019-04-04,244
937,XS1265962867,SG ETC OAT FUTUR -5X DAILY SHORT COLLAT,OAT5S.MI,SOLACTIVE LEVERAGED SHORT X 5 OAT FUTURES INDEX TR,0.0108,BOND LEVERAGE SHORT 5X,SOCIETE GENERALE,ETN,XS1265962867,2016-05-24,2019-04-04,4
938,XS1265963089,SG ETC BUND FUTUR -5X DAILY SHORT COLLAT,BUND5S.MI,SOLACTIVE LEVERAGED SHORT X 5 BUND FUTURES INDEXTR,0.0058,BOND LEVERAGE SHORT 5X,SOCIETE GENERALE,ETN,XS1265963089,2016-05-24,2019-04-04,167
939,GB00B15KXZ70,ETFS LEAN HOGS,HOGS.MI,DOW JONES-UBS LEAN HOGS SUBINDEX,0.0054,BESTIAME,ETFS SECURITIES,ETC,HOGS.MI,2007-04-20,2019-04-04,118699
941,GB00B0CTWC01,ETFS BRENT 1MTH OIL SECURITIES,OILB.MI,FUTURE SU PETROLIO BRENT,0.0049,ENERGIA,ETFS SECURITIES,ETC,OILB.MI,2007-04-20,2019-04-04,9957
942,GB00B0CTWK84,ETFS WTI 2MTH OIL SECURITIES,OILW.MI,FUTURE PETROLIO WTI,0.0049,ENERGIA,ETFS SECURITIES,ETC,OILW.MI,2007-04-20,2019-04-04,1370
943,GB00B15KXV33,ETFS WTI CRUDE OIL,CRUD.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,CRUD.MI,2007-04-20,2019-04-04,399720
944,GB00B15KXW40,ETFS GASOLINE,UGAS.MI,DOW JONES-UBS UNLEADED GASOLINE SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,UGAS.MI,2007-04-20,2019-04-04,288
945,GB00B15KY104,ETFS NATURAL GAS,NGAS.MI,DOW JONES-UBS NATURAL GAS SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,NGAS.MI,2007-04-20,2019-04-04,3741311
946,DE000A1AQGX1,XTRAC BRENT CRUD OIL OPT YLD EU HED ETC,XETC.MI,DB BRENT CRUDE OIL BOOSTER EUR INDEX TR,0.0045,ENERGIA,DEUTSCHE BANK,ETC,XETC.MI,2010-11-30,2019-04-04,1712
947,DE000A1ED2J2,XTRACKERS ENERGY OPT YLD EUR HED ETC,XCTH.MI,DB ENERGY BOOSTER EUR INDEX TR,0.0045,ENERGIA,DEUTSCHE BANK,ETC,XCTH.MI,2010-12-01,2019-04-04,1354
948,DE000A1KYN55,XTRACKERS BRENT CRUD OIL OPT YLD ETC EUR,XCTL.MI,DB BRENT CRUDE OIL BOOSTER EURO UNHEDGED TR,0.0045,ENERGIA,DEUTSCHE BANK,ETC,XCTL.MI,2011-10-18,2019-04-03,0
949,JE00B24DLX86,ETFS LONGER DATED WTI CRUDE OIL,FCRU.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX 3 MONTH FORW,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B24DLX86,2012-01-04,2019-04-04,5
951,JE00B44F1611,ETFS EUR DAILY HEDGED WTI CRUDE OIL,ECRD.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX EU HED DA ER,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B44F1611,2012-07-06,2019-04-04,47496
952,JE00B7305Z55,ETFS EUR DAILY HEDGED BRENT CRUDE,EBRT.MI,DOW JONES-UBS BRENT CRUDE SUBINDEX EU HED DAILY ER,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B7305Z55,2012-07-06,2019-04-04,4587
953,JE00B6XF0923,ETFS EUR DAILY HEDGED NATURAL GAS,ENGS.MI,DOW JONES-UBS NATURAL GAS SUBINDEX EU HED DAILY ER,0.0054,ENERGIA,ETFS SECURITIES,ETC,JE00B6XF0923,2012-07-06,2019-04-04,6496
954,JE00B78CGV99,ETFS BRENT CRUDE,BRNT.MI,DOW JONES-UBS BRENT CRUDE SUBINDEX,0.0054,ENERGIA,ETFS SECURITIES,ETC,BRNT.MI,2012-08-30,2019-04-04,5866
955,XS1073722297,SG ETC WTI OIL COLLATERALIZED,OIL1L.MI,SOLACTIVE WTI FUTURES LONG INDEX TR,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1073722297,2016-05-24,2019-04-04,340
956,IE00BVFZGC04,BOOST WTI OIL ETC,WTID.MI,NASDAQ COMMODITY CRUDE OIL ER,0.0019,ENERGIA,BOOST,ETC,IE00BVFZGC04,2015-04-09,2019-04-04,2136
957,IE00BVFZGD11,BOOST BRENT OIL ETC,BRND.MI,NASDAQ COMMODITY BRENT CRUDE OIL ER,0.0019,ENERGIA,BOOST,ETC,IE00BVFZGD11,2015-04-09,2019-04-04,335
958,IE00BVFZGL94,BOOST NATURAL GAS ETC,GASD.MI,NASDAQ COMMODITY NATURAL GAS ER,0.0019,ENERGIA,BOOST,ETC,IE00BVFZGL94,2015-04-09,2019-04-04,639
959,XS1526242984,SG ETC NATURAL GAS COLLATERALIZED,GAS1L.MI,NATURAL GAS FUTURES LONG INDEX,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1526242984,2017-05-31,2019-04-04,0
960,XS1526243446,SG ETC NATURAL GAS DAILY EUR HDG COLLAT,GASH.MI,NATURAL GAS FUTURES LONG INDEX - EUR HEDGED,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1526243446,2017-05-31,2019-04-04,2
961,XS1526243529,SG ETC WTI DAILY EURO HEDGED COLLAT,OILH.MI,WTI FUTURES LONG INDEX - EUR HEDGED,0.0048,ENERGIA,SOCIETE GENERALE,ETC,XS1526243529,2017-05-31,2019-04-04,6
962,IE00B878KX55,BOOST LEVDAX 3X DAILY,3DEL.MI,LEVDAX X3 TR EUR,0.0075,STRATEGIE SU VALUTE LEVERAGE 3X,BOOST,ETN,IE00B878KX55,2013-10-31,2019-04-04,1674
963,IE00B7SD4R47,BOOST EURO STOXX 50 3X LEVERAGE DAILY,3EUL.MI,EURO STOXX 50 DAILY LEVERAGE 3 EUR NET RETURN,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B7SD4R47,2013-10-31,2019-04-04,839
964,IE00B8NB3063,BOOST FTSE MIB 3X LEVERAGE DAILY,3ITL.MI,FTSE MIB SUPER LEVERAGED RT NET-OF-TAX LUX TR,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B8NB3063,2013-10-31,2019-04-04,30930
965,IE00B8W5C578,BOOST NASDAQ 100 3X LEVERAGE DAILY,QQQ3.MI,NASDAQ-100 3X LEVERAGED NNR,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B8W5C578,2014-02-25,2019-04-04,1497
966,IE00B7Y34M31,BOOST S&P500 3X LEVERAGE DAILY,3USL.MI,S&P 500 TRN USD,0.0075,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00B7Y34M31,2014-02-25,2019-04-04,1559
967,JE00B9BQ4529,ETFS 3X DAILY LONG FTSE 100,UK3L.MI,FTSE 100 DAILY SUPER LEVERAGED NET TR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B9BQ4529,2014-05-27,2019-04-04,448
968,JE00B89ZNT11,ETFS 3X DAILY LONG CAC 40,FR3L.MI,CAC 40 X3 LEVERAGE NR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B89ZNT11,2014-05-27,2019-04-04,645
969,JE00B8DVWK97,ETFS 3X DAILY LONG FTSE MIB,IT3L.MI,FTSE MIB SUPER LEVERAGED RT NET-OF-TAX LUX TR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B8DVWK97,2014-05-27,2019-04-04,266638
970,JE00B9689G92,ETFS 3X DAILY LONG EURO STOXX 50,EU3L.MI,EURO STOXX 50 DAILY LEVERAGE 3 EUR NET RETURN,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B9689G92,2014-05-27,2019-04-04,12891
971,JE00B992Q458,ETFS 3X DAILY LONG DAX 30,GE3L.MI,LEVDAX X3 TR EUR,0.0082,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B992Q458,2014-05-27,2019-04-04,68081
972,XS1101721923,SG ETC FTSE MIB +3X DAILY LEV COLLATERAL,MIB3L.MI,FTSE MIB SUPER LEVERAGED RT NET-OF-TAX LUX TR,0.0069,EQUITY LEVERAGED LONG 3X,SOCIETE GENERALE,ETN,XS1101721923,2016-05-24,2019-04-04,2006
973,XS1101723622,SG ETC DAX +3X DAILY LEVER COLLATERAL,DAX3L.MI,LEVDAX X3 TR EUR,0.0069,EQUITY LEVERAGED LONG 3X,SOCIETE GENERALE,ETN,XS1101723622,2016-05-24,2019-04-04,85
974,XS1101724513,SG ETC EUSTOXX 50 +3X DAILY LEVER COLLAT,SX5E3L.MI,EURO STOXX 50 DAILY LEVERAGE 3 EUR NET RETURN,0.0069,EQUITY LEVERAGED LONG 3X,SOCIETE GENERALE,ETN,XS1101724513,2016-05-24,2019-04-04,236
975,IE00BLS09N40,BOOST EURO STOXX BANKS 3X LEVERAGE DAILY,3BAL.MI,EURO STOXX BANKS DAILY TRIPLE LEVERAGE TRN,0.0089,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00BLS09N40,2014-12-09,2019-04-04,64117
976,JE00B8NCRX09,ETFS 3X DAILY LONG FTSE CHINA 50,CH3L.MI,FTSE CHINA 50 3X DAILY SHORT,0.0103,EQUITY LEVERAGED LONG 3X,ETFS SECURITIES,ETN,JE00B8NCRX09,2015-11-03,2019-04-04,7103
